NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;CREDITOS_DIFERENCIAL;ESTADO_FINAL;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;NOTA_DIBUJO;VECES_DIBUJO;CREDITOS_DIBUJO;NOTA_QUIMICA;VECES_QUIMICA;CREDITOS_QUIMICA;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
119;20;429.47;74.44;49.23;51.64;62.69;20;16.73160173160173;4;43;11;32;5;0;5;1;4;10;15.428571428571429;7;0.0;0;2;22.5;2;3;11.5;4;1;15.0;1;2;13.333333333333334;3;1;0.0;0;2;1;22.0
120;10;459.05;70.5;49.23;57.44;46.06;10;34.733333333333334;0;15;15;0;7;7;0;1;4;5;30.0;1;30.0;1;2;30.0;1;3;40.0;1;1;40.0;1;2;45.0;1;1;43.0;1;2;2;37.05882352941177
121;20;457.46;78.22;46.84;58.09;58.45;10;31.244444444444447;3;28;15;13;7;6;1;1;4;5;21.666666666666668;3;32.5;2;2;30.0;2;3;40.0;1;1;40.0;1;2;35.0;1;1;36.0;1;2;1;27.65625
122;5;460.65;79.77;46.28;59.54;42.76;5;20.03846153846154;2;36;13;23;6;3;3;2;4;13;15.0;6;4.0;1;2;22.5;2;3;30.0;1;1;30.0;1;2;35.0;1;1;0.0;0;2;1;15.666666666666666
123;20;458.59;67.77;53.97;59.24;49.6;20;32.93333333333333;1;19;15;4;7;6;1;1;4;5;22.5;2;35.0;1;2;35.0;1;3;35.0;1;1;35.0;1;2;40.0;1;1;42.0;1;2;2;32.65625
124;20;440.62;58.13;61.41;51.92;49.65;13;29.615384615384617;1;17;13;4;6;5;1;2;4;10;17.5;2;0.0;0;2;30.0;1;3;35.0;1;1;35.0;1;2;40.0;1;1;40.0;1;2;1;25.714285714285715
125;10;472.35;81.5;46.84;53.95;45.98;2;20.555555555555557;2;16;9;7;4;2;2;2;4;10;15.0;2;0.0;0;2;20.0;2;3;30.0;1;1;0.0;0;2;35.0;1;1;0.0;0;2;1;13.125
126;8;449.5;62.82;61.41;58.09;62.69;8;34.46666666666667;1;19;15;4;7;6;1;1;4;5;22.5;2;40.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;41.0;1;2;2;35.0625
127;20;461.47;74.38;56.78;44.37;42.2;20;35.06666666666667;1;19;15;4;7;7;0;1;4;5;30.0;2;40.0;1;2;35.0;1;3;35.0;1;1;35.0;1;2;40.0;1;1;38.0;1;2;2;38.529411764705884
128;20;445.86;66.94;51.86;48.64;60.23;8;22.22222222222222;2;16;9;7;4;2;2;2;4;10;15.0;2;0.0;0;2;20.0;2;3;40.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;26.25
129;10;450.52;62.84;63.43;61.19;43.74;10;24.1;4;38;15;23;7;3;4;1;4;10;20.0;5;37.0;1;2;22.5;2;3;40.0;1;1;22.5;2;2;35.0;1;1;10.0;2;2;1;26.833333333333332
130;8;443.08;62.82;61.41;60.25;38.15;11;29.77777777777778;4;30;15;15;7;5;2;1;4;1;21.666666666666668;3;30.0;2;2;30.0;2;3;35.0;1;1;22.5;2;2;40.0;1;1;45.0;1;2;1;27.61764705882353
131;16;443.74;65.16;51.73;58.09;61.22;18;35.46666666666667;1;19;15;4;7;6;1;1;4;5;22.5;2;40.0;1;2;35.0;1;3;45.0;1;1;45.0;1;2;40.0;1;1;41.0;1;2;2;33.125
132;9;442.69;69.99;51.73;60.25;55.84;9;35.0;1;19;15;4;7;6;1;1;4;5;25.0;2;40.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;2;34.088235294117645
133;20;450.03;60.82;51.86;52.56;66.91;3;34.733333333333334;1;19;15;4;7;6;1;1;4;5;22.5;2;40.0;1;2;40.0;1;3;40.0;1;1;35.0;1;2;45.0;1;1;38.0;1;2;2;39.0
134;20;454.18;66.94;61.71;58.29;40.5;9;30.2;1;19;15;4;7;6;1;1;4;5;22.5;2;35.0;1;2;30.0;1;3;35.0;1;1;30.0;1;2;40.0;1;1;34.0;1;2;1;29.96875
135;12;447.92;74.44;49.23;51.64;39.07;11;32.788888888888884;2;26;15;11;7;5;2;1;4;5;23.333333333333332;3;35.0;1;2;27.5;2;3;40.0;1;1;45.0;1;2;40.0;1;1;38.0;1;2;2;34.0
136;20;476.52;58.13;61.41;67.71;54.57;20;29.933333333333334;1;23;15;8;7;6;1;2;4;5;20.0;3;30.0;1;2;30.0;1;3;35.0;1;1;35.0;1;2;40.0;1;1;37.0;1;2;2;31.264705882352942
137;14;475.58;53.2;61.41;67.71;69.48;14;22.40740740740741;2;23;9;14;4;2;2;2;4;10;16.666666666666668;3;0.0;0;2;18.333333333333332;3;3;40.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;23.0
138;16;406.34;53.2;46.84;53.95;42.2;16;28.181818181818183;1;19;11;8;5;4;1;2;4;1;20.0;3;0.0;0;2;30.0;1;3;40.0;1;1;30.0;1;2;40.0;1;1;0.0;0;2;1;25.416666666666668
139;10;452.34;58.01;64.28;52.56;56.28;10;32.69230769230769;1;21;13;8;6;5;1;1;4;10;25.0;3;40.0;1;2;35.0;1;3;40.0;1;1;30.0;1;2;40.0;1;1;0.0;0;2;1;27.083333333333332
140;1;452.92;60.49;58.93;65.0;61.22;1;33.666666666666664;1;19;15;4;7;6;1;1;4;5;25.0;2;35.0;1;2;30.0;1;3;35.0;1;1;45.0;1;2;40.0;1;1;40.0;1;2;2;34.25
141;8;433.38;60.49;58.93;60.25;67.6;8;32.06666666666667;1;19;15;4;7;7;0;1;4;5;30.0;2;30.0;1;2;30.0;1;3;35.0;1;1;30.0;1;2;40.0;1;1;38.0;1;2;2;37.35294117647059
142;6;460.26;72.55;46.84;60.25;65.86;6;36.8;1;19;15;4;7;7;0;1;4;10;30.0;2;40.0;1;2;40.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;41.0;1;2;2;38.625
143;6;482.15;81.5;66.74;60.25;69.48;6;35.733333333333334;0;15;15;0;7;7;0;1;4;5;30.0;1;40.0;1;2;40.0;1;3;40.0;1;1;30.0;1;2;40.0;1;1;38.0;1;2;2;35.9375
144;20;445.13;55.8;65.89;50.05;41.7;20;15.0;0;9;9;0;4;0;4;2;4;10;15.0;1;0.0;0;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;0.0;0;2;1;11.25
145;19;434.27;72.55;61.41;60.25;53.32;19;31.77777777777778;2;26;15;11;7;5;2;1;4;10;21.666666666666668;3;40.0;1;2;25.0;2;3;30.0;1;1;45.0;1;2;35.0;1;1;40.0;1;2;2;31.964285714285715
146;8;434.02;62.82;58.93;47.79;55.84;8;20.454545454545453;1;15;11;4;5;2;3;2;4;1;15.0;2;0.0;0;2;15.0;1;3;30.0;1;1;0.0;0;2;40.0;1;1;25.0;1;2;1;26.25
147;20;453.44;62.82;58.93;53.95;54.57;8;27.43846153846154;2;32;13;19;6;4;2;2;4;10;14.8;5;0.0;0;2;27.5;2;3;30.0;1;1;35.0;1;2;45.0;1;1;35.0;1;2;2;32.21875
148;7;453.76;62.82;56.51;58.09;83.41;7;16.818181818181817;0;11;11;0;5;0;5;2;4;10;15.0;1;0.0;0;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;25.0;1;2;1;11.25
149;20;444.16;69.99;54.12;47.79;62.69;20;31.833333333333332;2;34;15;19;7;5;2;1;4;1;20.0;5;40.0;1;2;27.5;2;3;35.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;1;15.65625
150;20;413.87;39.38;58.68;55.53;0.0;18;29.666666666666668;1;17;15;2;7;6;1;2;4;1;30.0;1;15.0;2;2;30.0;1;3;35.0;1;1;30.0;1;2;40.0;1;1;35.0;1;2;1;28.541666666666668
151;9;453.18;63.9;54.31;61.53;40.5;9;17.73076923076923;3;58;13;45;6;2;4;1;4;10;11.5;8;0.0;0;2;8.166666666666666;6;3;20.0;1;1;15.0;2;2;40.0;1;1;35.0;1;2;1;18.69047619047619
152;20;493.16;75.27;58.93;74.54;111.94;8;36.81818181818182;0;11;11;0;5;5;0;1;4;1;30.0;1;0.0;0;2;40.0;1;3;35.0;1;1;0.0;0;2;40.0;1;1;45.0;1;2;2;30.0
153;20;449.16;67.05;51.8;55.49;49.51;11;20.096153846153847;3;44;13;31;6;3;3;1;4;10;12.5;6;0.0;0;2;13.75;4;3;30.0;1;1;15.0;2;2;40.0;1;1;35.0;1;2;1;17.85
154;14;457.2;67.54;56.51;60.25;58.45;8;30.6;2;22;15;7;7;5;2;1;4;5;25.0;2;40.0;1;2;25.0;2;3;30.0;1;1;30.0;1;2;40.0;1;1;37.0;1;2;1;29.625
155;1;435.53;65.16;56.51;49.87;43.48;1;31.944444444444446;2;26;15;11;7;5;2;1;4;5;21.666666666666668;3;35.0;1;2;27.5;2;3;40.0;1;1;35.0;1;2;40.0;1;1;45.0;1;2;2;31.84375
156;20;391.53;47.67;44.26;51.92;49.65;20;28.366666666666667;3;28;15;13;7;4;3;1;4;1;20.0;3;26.5;2;2;22.5;2;3;35.0;1;1;35.0;1;2;40.0;1;1;40.0;1;2;1;28.166666666666668
157;20;376.29;53.2;49.32;51.92;45.98;19;23.846153846153847;5;28;13;15;6;1;5;1;4;1;15.0;3;0.0;0;2;25.0;2;3;27.5;2;1;35.0;1;2;22.5;2;1;27.5;2;2;1;17.5
158;8;462.64;65.25;53.97;59.24;65.79;7;32.0;1;19;15;4;7;6;1;1;4;5;22.5;2;40.0;1;2;30.0;1;3;30.0;1;1;30.0;1;2;40.0;1;1;45.0;1;2;2;36.6875
159;4;446.0;67.54;56.51;55.99;57.13;8;18.636363636363637;5;30;11;19;5;2;3;1;4;10;15.0;3;0.0;0;2;15.0;3;3;32.5;3;1;0.0;0;2;32.5;2;1;17.5;2;2;1;21.666666666666668
160;20;392.26;60.49;49.32;47.79;45.98;20;19.846153846153847;3;37;13;24;6;3;3;1;4;10;12.0;5;0.0;0;2;15.0;3;3;30.0;1;1;15.0;2;2;35.0;1;1;35.0;1;2;1;20.416666666666668
161;15;476.14;79.16;56.8;59.44;61.22;8;33.666666666666664;1;19;15;4;7;6;1;1;4;1;25.0;2;40.0;1;2;30.0;1;3;35.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;2;34.21875
162;1;479.64;55.8;51.55;57.36;60.2;11;31.0;2;21;15;6;7;6;1;1;4;5;27.5;2;32.5;2;2;30.0;1;3;30.0;1;1;30.0;1;2;30.0;1;1;40.0;1;2;2;31.375
163;20;414.12;65.16;58.93;55.99;42.2;6;32.0;2;21;15;6;7;5;2;1;4;5;25.0;2;25.0;2;2;30.0;1;3;30.0;1;1;50.0;1;2;40.0;1;1;35.0;1;2;2;34.6875
164;10;503.06;58.15;61.03;63.27;60.2;10;39.333333333333336;0;15;15;0;7;7;0;1;4;11;40.0;1;35.0;1;2;40.0;1;3;35.0;1;1;35.0;1;2;35.0;1;1;50.0;1;2;2;37.4375
165;20;466.16;69.99;58.93;67.71;59.81;20;25.76923076923077;2;28;13;15;6;4;2;2;4;1;15.0;4;0.0;0;2;25.0;2;3;30.0;1;1;30.0;1;2;40.0;1;1;35.0;1;2;1;24.166666666666668
166;19;462.19;53.2;61.41;65.0;64.23;19;30.666666666666668;2;30;15;15;7;6;1;1;4;5;20.0;4;40.0;1;2;30.0;2;3;30.0;1;1;35.0;1;2;40.0;1;1;35.0;1;2;2;33.125
167;10;445.77;58.01;59.23;50.63;45.2;10;31.666666666666668;3;24;15;9;7;6;1;1;4;5;22.5;2;32.5;2;2;30.0;2;3;30.0;1;1;45.0;1;2;40.0;1;1;35.0;1;2;2;34.375
168;9;470.77;55.71;56.51;70.81;52.09;9;32.666666666666664;1;19;15;4;7;6;1;1;4;5;25.0;2;35.0;1;2;30.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;40.0;1;2;2;32.84375
169;10;446.64;58.13;61.41;58.09;65.86;11;25.90909090909091;0;11;11;0;5;3;2;2;4;1;20.0;1;0.0;0;2;15.0;1;3;30.0;1;1;0.0;0;2;40.0;1;1;45.0;1;2;1;22.5
170;1;436.11;79.12;46.7;52.56;79.55;13;31.363636363636363;0;11;11;0;5;4;1;1;4;1;30.0;1;0.0;0;2;20.0;1;3;35.0;1;1;0.0;0;2;40.0;1;1;45.0;1;2;1;26.25
171;20;418.45;69.99;56.51;47.79;59.81;13;37.0;0;15;15;0;7;7;0;1;4;5;30.0;1;40.0;1;2;35.0;1;3;40.0;1;1;45.0;1;2;40.0;1;1;40.0;1;2;2;36.0625
172;8;490.41;85.32;64.28;62.33;46.92;8;19.545454545454547;0;11;11;0;5;1;4;2;4;10;15.0;1;0.0;0;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;40.0;1;2;1;11.25
173;1;447.08;65.16;58.93;60.25;47.21;1;30.5;2;20;15;5;7;5;2;1;4;5;30.0;1;35.0;1;2;22.5;2;3;30.0;1;1;22.5;2;2;45.0;1;1;40.0;1;2;1;29.395833333333332
174;10;475.14;60.49;56.51;55.99;65.86;10;35.4;1;19;15;4;7;6;1;1;4;5;22.5;2;40.0;1;2;40.0;1;3;45.0;1;1;35.0;1;2;40.0;1;1;43.0;1;2;2;36.09375
175;10;473.29;78.22;66.74;53.95;62.69;19;22.597402597402596;2;49;11;38;5;3;2;2;4;1;17.5;6;0.0;0;2;17.857142857142858;7;3;30.0;1;1;30.0;1;2;35.0;1;1;0.0;0;2;1;14.5
176;11;474.21;72.55;49.32;62.54;65.86;8;21.11111111111111;0;9;9;0;4;1;3;2;4;1;15.0;1;0.0;0;2;25.0;1;3;25.0;1;1;0.0;0;2;30.0;1;1;0.0;0;2;1;11.25
177;4;456.64;65.16;54.12;70.81;61.22;4;36.666666666666664;0;15;15;0;7;7;0;1;4;5;30.0;1;35.0;1;2;40.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;2;39.6875
178;8;454.87;51.11;56.39;55.18;59.92;8;27.692307692307693;2;32;13;19;6;4;2;2;4;10;20.0;5;35.0;1;2;25.0;2;3;35.0;1;1;30.0;1;2;40.0;1;1;0.0;0;2;1;21.5
179;9;473.58;74.38;51.86;52.56;60.23;9;35.8;0;15;15;0;7;7;0;1;4;5;30.0;1;35.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;41.0;1;2;2;35.71875
180;20;460.98;60.49;56.51;51.92;59.81;20;36.0;1;19;15;4;7;6;1;1;4;5;27.5;2;40.0;1;2;40.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;40.0;1;2;2;35.44117647058823
181;8;458.74;72.55;61.41;55.99;64.23;7;33.666666666666664;1;19;15;4;7;6;1;1;4;10;25.0;2;40.0;1;2;35.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;35.0;1;2;2;31.25
182;20;402.4;39.38;51.55;55.53;43.74;10;33.93333333333333;1;27;15;12;7;6;1;1;4;5;20.0;4;40.0;1;2;35.0;1;3;40.0;1;1;45.0;1;2;40.0;1;1;37.0;1;2;2;31.676470588235293
183;16;473.95;67.77;63.43;59.24;47.66;8;39.333333333333336;0;15;15;0;7;7;0;1;4;5;40.0;1;35.0;1;2;40.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;3;42.8125
184;20;448.69;62.82;66.74;67.71;40.88;20;25.555555555555557;0;9;9;0;4;3;1;2;4;10;15.0;1;0.0;0;2;30.0;1;3;40.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;21.0
185;20;464.82;65.16;72.97;55.99;43.48;2;35.13333333333333;1;19;15;4;7;6;1;1;4;5;22.5;2;40.0;1;2;35.0;1;3;40.0;1;1;45.0;1;2;40.0;1;1;41.0;1;2;2;36.05882352941177
186;8;493.7;60.49;66.74;60.25;79.55;8;36.666666666666664;0;15;15;0;7;7;0;1;4;5;30.0;1;30.0;1;2;35.0;1;3;45.0;1;1;45.0;1;2;40.0;1;1;45.0;1;2;2;36.6875
187;17;438.83;75.27;54.12;65.0;57.13;8;37.2;1;19;15;4;7;7;0;1;4;5;32.5;2;30.0;1;2;40.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;44.0;1;2;2;36.5625
188;8;470.32;69.99;66.74;60.25;58.45;8;32.55555555555556;1;23;15;8;7;6;1;1;4;5;23.333333333333332;3;35.0;1;2;35.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;35.0;1;2;2;31.28125
189;2;422.15;58.13;64.0;51.92;62.69;10;32.53333333333333;1;19;15;4;7;6;1;1;4;5;22.5;2;35.0;1;2;35.0;1;3;40.0;1;1;30.0;1;2;45.0;1;1;39.0;1;2;1;28.4375
190;8;493.67;74.44;51.8;57.44;58.26;8;37.46666666666667;0;15;15;0;7;7;0;1;4;5;30.0;1;40.0;1;2;40.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;41.0;1;2;2;35.625
191;7;455.29;55.73;56.39;60.55;48.92;8;17.77777777777778;0;9;9;0;4;1;3;2;4;10;15.0;1;0.0;0;2;15.0;1;3;25.0;1;1;0.0;0;2;30.0;1;1;0.0;0;2;1;12.0
192;13;482.66;63.9;46.55;57.44;59.25;8;35.57777777777778;1;23;15;8;7;6;1;1;4;5;26.666666666666668;3;40.0;1;2;35.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;41.0;1;2;2;33.1875
193;16;456.61;74.44;56.8;47.7;35.47;16;32.51111111111111;1;23;15;8;7;6;1;1;4;5;26.666666666666668;3;40.0;1;2;30.0;1;3;35.0;1;1;35.0;1;2;40.0;1;1;33.0;1;2;2;35.5
194;15;461.59;65.16;49.32;55.99;62.69;15;31.644444444444446;1;23;15;8;7;6;1;1;4;5;21.666666666666668;3;30.0;1;2;35.0;1;3;40.0;1;1;35.0;1;2;35.0;1;1;39.0;1;2;2;30.03125
195;14;457.83;78.22;58.93;55.99;67.6;10;42.77777777777778;0;9;9;0;4;4;0;1;4;1;50.0;1;0.0;0;2;35.0;1;3;40.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;26.25
196;0;435.57;64.15;60.52;53.91;50.13;2;22.795454545454547;2;36;11;25;5;3;2;2;4;10;18.0;5;0.0;0;2;11.25;4;3;35.0;1;1;35.0;1;2;40.0;1;1;0.0;0;2;1;18.458333333333332
197;18;466.38;79.16;56.8;59.44;60.23;4;33.63636363636363;1;15;11;4;5;5;0;1;4;1;30.0;2;0.0;0;2;35.0;1;3;35.0;1;1;35.0;1;2;40.0;1;1;0.0;0;2;1;25.0
198;11;422.69;42.69;49.04;50.05;0.0;11;20.576923076923077;4;30;13;17;6;1;5;1;4;1;15.0;4;0.0;0;2;22.5;2;3;35.0;2;1;15.0;1;2;25.0;2;1;25.0;1;2;1;16.875
199;10;414.34;65.16;61.41;49.87;47.21;11;34.55555555555555;1;23;15;8;7;6;1;1;4;5;23.333333333333332;3;40.0;1;2;35.0;1;3;40.0;1;1;30.0;1;2;40.0;1;1;50.0;1;2;2;32.75
200;20;393.07;40.15;54.01;53.42;0.0;3;25.384615384615383;4;30;13;17;6;2;4;1;4;1;15.0;4;0.0;0;2;22.5;2;3;25.0;2;1;35.0;1;2;27.5;2;1;40.0;1;2;1;26.785714285714285
201;20;465.02;58.13;58.93;49.87;40.88;20;31.11111111111111;1;23;15;8;7;6;1;1;4;10;21.666666666666668;3;30.0;1;2;30.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;35.0;1;2;2;32.015625
202;10;426.55;62.82;61.41;51.92;55.84;12;30.512820512820515;1;21;13;8;6;5;1;1;4;10;21.666666666666668;3;30.0;1;2;35.0;1;3;45.0;1;1;30.0;1;2;40.0;1;1;0.0;0;2;1;29.423076923076923
203;9;457.67;65.16;61.41;60.25;48.43;9;15.0;0;11;11;0;5;0;5;2;4;10;15.0;1;0.0;0;2;15.0;1;3;15.0;1;1;0.0;0;2;15.0;1;1;15.0;1;2;1;11.25
204;16;480.05;60.24;58.7;58.72;54.19;10;34.333333333333336;1;19;15;4;7;6;1;1;4;5;27.5;2;35.0;1;2;35.0;1;3;35.0;1;1;35.0;1;2;35.0;1;1;45.0;1;2;2;38.88235294117647
205;20;422.21;72.55;56.51;53.95;57.13;20;31.8;1;23;15;8;7;6;1;1;4;10;25.0;3;30.0;1;2;30.0;1;3;35.0;1;1;35.0;1;2;40.0;1;1;41.0;1;2;1;26.875
206;0;445.39;67.54;64.0;65.0;49.65;11;20.37121212121212;3;34;11;23;5;1;4;1;4;10;18.0;4;0.0;0;2;21.25;4;3;23.333333333333332;3;1;15.0;1;2;35.0;1;1;0.0;0;2;1;21.785714285714285
207;5;448.84;67.05;56.8;47.7;55.3;5;33.5;2;26;15;11;7;6;1;1;4;5;25.0;3;35.0;1;2;32.5;2;3;35.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;2;32.6875
208;20;460.25;65.16;49.32;58.09;55.84;20;33.1;2;26;15;11;7;5;2;1;4;5;25.0;3;35.0;1;2;27.5;2;3;30.0;1;1;45.0;1;2;40.0;1;1;42.0;1;2;2;30.25
209;17;453.09;60.48;51.55;57.36;45.71;16;22.77777777777778;3;31;15;16;7;3;4;1;4;10;16.666666666666668;3;15.0;1;2;23.333333333333332;3;3;30.0;1;1;17.5;2;2;40.0;1;1;35.0;1;2;1;20.0
210;20;445.05;65.16;51.73;60.25;58.45;20;29.11111111111111;1;23;15;8;7;5;2;2;4;10;21.666666666666668;3;25.0;1;2;30.0;1;3;30.0;1;1;30.0;1;2;40.0;1;1;40.0;1;2;1;27.291666666666668
211;1;439.21;60.82;56.78;54.46;52.09;1;33.666666666666664;2;22;15;7;7;6;1;1;4;5;25.0;2;30.0;1;2;30.0;2;3;40.0;1;1;40.0;1;2;45.0;1;1;45.0;1;2;2;36.375
212;8;455.76;60.82;49.33;62.33;47.79;8;31.266666666666666;1;19;15;4;7;6;1;1;4;5;22.5;2;40.0;1;2;30.0;1;3;35.0;1;1;30.0;1;2;40.0;1;1;37.0;1;2;2;32.28125
213;17;459.02;58.01;54.33;60.27;44.34;11;31.0;1;19;15;4;7;6;1;1;4;5;22.5;2;30.0;1;2;30.0;1;3;35.0;1;1;35.0;1;2;40.0;1;1;40.0;1;2;2;31.0625
214;11;466.72;60.49;56.51;60.25;49.65;11;15.0;0;10;10;0;4;0;4;2;4;10;15.0;1;0.0;0;2;15.0;1;3;0.0;0;1;0.0;0;2;15.0;1;1;15.0;1;2;1;11.25
215;20;447.28;53.42;58.68;51.89;41.7;9;21.53846153846154;2;20;13;7;6;3;3;2;4;10;15.0;2;0.0;0;2;15.0;2;3;35.0;1;1;15.0;1;2;40.0;1;1;35.0;1;2;1;22.5
216;2;460.84;63.78;46.7;56.37;47.79;8;23.88888888888889;0;9;9;0;4;2;2;2;4;1;15.0;1;0.0;0;2;25.0;1;3;35.0;1;1;0.0;0;2;45.0;1;1;0.0;0;2;1;26.0
217;20;461.65;65.16;49.32;58.09;55.84;20;36.44444444444445;1;23;15;8;7;6;1;1;4;5;26.666666666666668;3;40.0;1;2;35.0;1;3;45.0;1;1;40.0;1;2;40.0;1;1;45.0;1;2;2;37.625
218;10;449.24;47.67;64.0;65.0;53.32;10;28.974358974358974;3;26;13;13;6;5;1;1;4;1;21.666666666666668;3;30.0;1;2;30.0;2;3;40.0;1;1;30.0;2;2;40.0;1;1;0.0;0;2;1;28.333333333333332
219;20;439.67;67.54;46.84;47.79;67.6;20;37.0;0;15;15;0;7;7;0;1;4;5;35.0;1;35.0;1;2;35.0;1;3;30.0;1;1;45.0;1;2;40.0;1;1;40.0;1;2;2;33.375
220;6;422.24;70.42;56.78;60.27;35.47;8;19.444444444444443;2;16;9;7;4;2;2;2;4;10;15.0;2;0.0;0;2;15.0;2;3;30.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;11.25
221;20;448.92;50.54;61.41;62.54;48.43;20;28.181818181818183;1;15;11;4;5;4;1;2;4;1;15.0;2;40.0;1;2;30.0;1;3;40.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;1;24.166666666666668
222;20;492.79;72.5;63.02;62.36;59.81;20;41.666666666666664;0;15;15;0;7;7;0;1;4;5;40.0;1;45.0;1;2;45.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;3;42.875
223;0;458.92;67.05;56.8;55.49;50.37;21;38.333333333333336;0;15;15;0;7;7;0;1;4;5;30.0;1;40.0;1;2;45.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;40.0;1;2;2;32.71875
224;20;416.94;48.67;56.39;58.72;48.92;2;31.466666666666665;2;21;15;6;7;6;1;1;4;1;25.0;2;33.0;1;2;30.0;1;3;35.0;1;1;40.0;1;2;40.0;1;1;30.5;2;2;1;27.8125
225;11;463.82;65.16;56.51;60.25;40.88;8;27.307692307692307;1;17;13;4;6;4;2;2;4;10;22.5;2;0.0;0;2;30.0;1;3;35.0;1;1;20.0;1;2;40.0;1;1;30.0;1;2;2;30.0
226;20;464.7;62.84;56.34;61.19;51.56;20;32.30769230769231;1;17;13;4;6;5;1;1;4;1;22.5;2;0.0;0;2;40.0;1;3;40.0;1;1;30.0;1;2;40.0;1;1;35.0;1;2;1;11.362499999999999
227;18;443.8;57.98;58.7;55.18;43.4;19;15.0;2;18;11;7;5;0;5;2;4;1;15.0;2;0.0;0;2;15.0;2;3;15.0;1;1;0.0;0;2;15.0;1;1;15.0;1;2;1;11.25
228;9;479.29;66.5;60.61;51.94;73.83;6;37.30769230769231;0;13;13;0;6;6;0;1;4;1;35.0;1;40.0;1;2;35.0;1;3;40.0;1;1;0.0;0;2;40.0;1;1;40.0;1;2;2;33.75
229;20;421.26;69.18;61.99;53.85;43.48;20;35.333333333333336;1;19;15;4;7;6;1;1;4;2;25.0;2;40.0;1;2;40.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;40.0;1;2;2;31.40625
230;8;457.15;69.34;53.45;55.79;58.45;8;32.8;1;19;15;4;7;6;1;1;4;5;25.0;2;30.0;1;2;40.0;1;3;40.0;1;1;30.0;1;2;40.0;1;1;36.0;1;2;2;33.78125
231;14;451.6;70.42;54.33;50.63;50.37;16;31.818181818181817;0;11;11;0;5;3;2;1;4;1;25.0;1;0.0;0;2;40.0;1;3;40.0;1;1;0.0;0;2;40.0;1;1;25.0;1;2;1;26.25
232;20;507.2;76.47;61.03;61.19;65.79;15;33.0;1;19;15;4;7;6;1;1;4;10;27.5;2;35.0;1;2;35.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;30.0;1;2;2;33.214285714285715
233;20;462.78;76.15;58.23;50.07;76.45;20;38.333333333333336;0;15;15;0;7;7;0;1;4;5;30.0;1;35.0;1;2;45.0;1;3;40.0;1;1;45.0;1;2;40.0;1;1;40.0;1;2;3;41.875
234;20;451.12;72.5;60.61;51.94;49.65;20;40.0;1;19;15;4;7;7;0;1;4;5;32.5;2;40.0;1;2;45.0;1;3;40.0;1;1;45.0;1;2;45.0;1;1;40.0;1;2;2;35.625
235;20;455.5;62.52;67.96;64.49;50.67;20;33.666666666666664;1;19;15;4;7;6;1;1;4;1;25.0;2;30.0;1;2;40.0;1;3;45.0;1;1;30.0;1;2;40.0;1;1;40.0;1;2;1;27.285714285714285
